status,gene_symbol,gene_name,chromosome,genetic_category,gene_score,syndromic,number_of_reports,Gene.name.1,Gene.stable.ID,cds_length,ensembl_gene_id
9,ATP8A1,ATPase phospholipid transporting 8A1,4,"Rare Single Gene Mutation, Functional",5,0,2,Atp8a1,ENSMUSG00000037685,3495,ENSG00000124406
9,ATRNL1,Attractin-like 1,10,Rare Single Gene Mutation,5,0,1,Atrnl1,ENSMUSG00000054843,4137,ENSG00000107518
9,ATXN7,Ataxin 7,3,Rare Single Gene Mutation,5,0,1,Atxn7,ENSMUSG00000021738,2604,ENSG00000163635
9,ATXN7,Ataxin 7,3,Rare Single Gene Mutation,5,0,1,Atxn7,ENSMUSG00000021738,2604,ENSG00000285258
9,AVP,Arginine vasopressin,20,"Genetic Association, Functional",5,0,4,Avp,ENSMUSG00000037727,507,ENSG00000101200
9,AVPR1B,arginine vasopressin receptor 1B,1,"Genetic Association, Functional",4,0,8,Avpr1b,ENSMUSG00000026432,1266,ENSG00000198049
9,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",7,Rare Single Gene Mutation,4,0,2,Azgp1,ENSMUSG00000037053,547.5,ENSG00000160862
9,BAIAP2,BAI1-associated protein 2,17,"Rare Single Gene Mutation, Genetic Association",5,0,10,Baiap2,ENSMUSG00000025372,1569,ENSG00000175866
9,BAZ2B,bromodomain adjacent to zinc finger domain 2B,2,Rare Single Gene Mutation,2,0,3,Baz2b,ENSMUSG00000026987,6372,ENSG00000123636
9,BCL2,B-cell CLL/lymphoma 2,18,Functional,6,0,10,Bcl2,ENSMUSG00000057329,711,ENSG00000171791
9,BDNF,Brain-derived neurotrophic factor,11,"Rare Single Gene Mutation, Functional",5,0,10,Bdnf,ENSMUSG00000048482,750,ENSG00000176697
9,BIRC6,Baculoviral IAP repeat containing 6,2,Rare Single Gene Mutation,4,0,7,Birc6,ENSMUSG00000024073,337,ENSG00000115760
9,BRINP1,BMP/retinoic acid inducible neural specific 1,9,Functional,5,0,2,Brinp1,ENSMUSG00000028351,2283,ENSG00000078725
9,C15orf62,chromosome 15 open reading frame 62,15,Rare Single Gene Mutation,4,0,2,Gm14137,ENSMUSG00000055926,546,ENSG00000188277
9,C3orf58,chromosome 3 open reading frame 58,3,Rare Single Gene Mutation,4,0,3,1190002N15Rik,ENSMUSG00000045414,1293,ENSG00000181744
9,BICDL1,BICD family like cargo adaptor 1,12,Genetic Association,4,0,2,Bicdl1,ENSMUSG00000041609,249,ENSG00000135127
9,C4B,complement component 4B,6,"Genetic Association, Functional",4,0,5,C4b,ENSMUSG00000073418,5217,ENSG00000236625
9,C4B,complement component 4B,6,"Genetic Association, Functional",4,0,5,C4b,ENSMUSG00000073418,5217,ENSG00000224639
9,C4B,complement component 4B,6,"Genetic Association, Functional",4,0,5,C4b,ENSMUSG00000073418,5217,ENSG00000224389
9,C4B,complement component 4B,6,"Genetic Association, Functional",4,0,5,C4b,ENSMUSG00000073418,5217,ENSG00000228267
9,C4B,complement component 4B,6,"Genetic Association, Functional",4,0,5,C4b,ENSMUSG00000073418,5217,ENSG00000228454
9,CA6,carbonic anhydrase VI,1,Rare Single Gene Mutation,4,0,6,Car6,ENSMUSG00000028972,870,ENSG00000131686
9,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D",3,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2,0,17,Cacna1d,ENSMUSG00000015968,6501,ENSG00000157388
9,CACNA1E,calcium voltage-gated channel subunit alpha1 E,1,Rare Single Gene Mutation,3,0,8,Cacna1e,ENSMUSG00000004110,6822,ENSG00000198216
9,CACNA1F,"calcium channel, voltage-dependent, alpha 1F",X,"Rare Single Gene Mutation, Genetic Association",4,0,7,Cacna1f,ENSMUSG00000031142,689,ENSG00000102001
9,CACNA1G,"calcium channel, voltage-dependent, T type, alpha 1G subunit",17,"Rare Single Gene Mutation, Genetic Association",4,0,18,Cacna1g,ENSMUSG00000020866,7146,ENSG00000006283
9,CACNA1I,"Calcium channel, voltage-dependent, T type, alpha 1I subunit",22,"Rare Single Gene Mutation, Genetic Association",4,0,6,Cacna1i,ENSMUSG00000022416,6600,ENSG00000100346
9,CACNA2D3,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3",3,Rare Single Gene Mutation,2,0,5,Cacna2d3,ENSMUSG00000021991,3276,ENSG00000157445
9,CADM2,Cell adhesion molecule 2,3,Genetic Association,4,0,3,Cadm2,ENSMUSG00000064115,1215,ENSG00000175161
9,CADM2,Cell adhesion molecule 2,3,Genetic Association,4,0,3,Cadm2,ENSMUSG00000064115,1215,ENSG00000284780
9,CAMK4,Calcium/calmodulin-dependent protein kinase IV,5,Genetic Association,4,0,1,Camk4,ENSMUSG00000038128,1410,ENSG00000152495
9,CAPN12,Calpain 12,19,Rare Single Gene Mutation,4,0,4,Capn12,ENSMUSG00000054083,2163,ENSG00000182472
9,CAPRIN1,Cell cycle associated protein 1,11,"Rare Single Gene Mutation, Functional",3,0,3,Caprin1,ENSMUSG00000027184,760,ENSG00000135387
9,CARD11,caspase recruitment domain family member 11,7,Rare Single Gene Mutation,4,0,1,Card11,ENSMUSG00000036526,3465,ENSG00000198286
9,CASC4,cancer susceptibility candidate 4,15,Rare Single Gene Mutation,4,0,4,Casc4,ENSMUSG00000060227,1308,ENSG00000166734
9,CBLN1,cerebellin 1 precursor,16,"Genetic Association, Functional",5,0,6,Cbln1,ENSMUSG00000031654,582,ENSG00000102924
9,CCDC88C,Coiled-coil domain containing 88C,14,Rare Single Gene Mutation,4,0,5,Ccdc88c,ENSMUSG00000021182,6030,ENSG00000015133
9,CCDC91,coiled-coil domain containing 91,12,Rare Single Gene Mutation,4,0,3,Ccdc91,ENSMUSG00000030301,1329,ENSG00000123106
9,CCT4,"Chaperonin containing TCP1, subunit 4 (delta)",2,Rare Single Gene Mutation,3,0,3,Cct4,ENSMUSG00000007739,1530,ENSG00000115484
9,CD276,CD276molecule,15,Rare Single Gene Mutation,4,0,1,Cd276,ENSMUSG00000035914,951,ENSG00000103855
9,CD44,CD44 molecule (Indian blood group),11,"Rare Single Gene Mutation, Functional",5,0,4,Cd44,ENSMUSG00000005087,1098,ENSG00000026508
9,CD99L2,CD99 molecule like 2,X,Genetic Association,4,0,1,Cd99l2,ENSMUSG00000035776,645,ENSG00000102181
9,CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),14,Rare Single Gene Mutation,3,0,6,Cdc42bpb,ENSMUSG00000021279,5142,ENSG00000198752
9,CDH10,"cadherin 10, type 2 (T2-cadherin)",5,"Rare Single Gene Mutation, Genetic Association",4,0,9,Cdh10,ENSMUSG00000022321,1260,ENSG00000040731
9,CDH22,cadherin-like 22,20,Genetic Association,4,0,4,Cdh22,ENSMUSG00000053166,2442,ENSG00000149654
9,CDH8,"cadherin 8, type 2",16,Rare Single Gene Mutation,4,0,9,Cdh8,ENSMUSG00000036510,2136,ENSG00000150394
9,CDH9,"cadherin 9, type 2 (T1-cadherin)",5,"Rare Single Gene Mutation, Genetic Association",4,0,6,Cdh9,ENSMUSG00000025370,2367,ENSG00000113100
9,CECR2,"CECR2, histone acetyl-lysine reader",22,Rare Single Gene Mutation,4,0,2,Cecr2,ENSMUSG00000071226,4278,ENSG00000099954
9,CELF6,"CUGBP, Elav-like family member 6",15,"Rare Single Gene Mutation, Genetic Association",4,0,2,Celf6,ENSMUSG00000032297,1035,ENSG00000140488
9,CEP135,centrosomal protein 135,4,"Rare Single Gene Mutation, Syndromic",3,0,6,Cep135,ENSMUSG00000036403,3423,ENSG00000174799
9,CEP41,"testis specific, 14",7,Rare Single Gene Mutation,3,0,3,Cep41,ENSMUSG00000029790,1122,ENSG00000106477
9,CGNL1,Cingulin-like 1,15,Rare Single Gene Mutation,3,0,3,Cgnl1,ENSMUSG00000032232,3681,ENSG00000128849
9,CHD5,chromodomain helicase DNA binding protein 5,1,"Rare Single Gene Mutation, Functional",5,0,4,Chd5,ENSMUSG00000005045,5841,ENSG00000116254
9,CHMP1A,charged multivesicular body protein 1A,16,"Rare Single Gene Mutation, Syndromic",3,0,5,Chmp1a,ENSMUSG00000000743,591,ENSG00000131165
9,CHRM3,cholinergic receptor muscarinic 3,1,"Rare Single Gene Mutation, Genetic Association",4,0,5,Chrm3,ENSMUSG00000046159,1770,ENSG00000133019
9,CHRNB3,cholinergic receptor nicotinic beta 3 subunit,8,Rare Single Gene Mutation,4,0,1,Chrnb3,ENSMUSG00000031492,1350,ENSG00000147432
9,CHST5,carbohydrate sulfotransferase 5,16,Rare Single Gene Mutation,6,0,5,NA,NA,NA,ENSG00000135702
9,CIB2,Calcium and integrin binding family member 2,15,Rare Single Gene Mutation,3,0,1,Cib2,ENSMUSG00000037493,564,ENSG00000136425
9,CLASP1,cytoplasmic linker associated protein 1,2,Rare Single Gene Mutation,3,0,3,Clasp1,ENSMUSG00000064302,3735,ENSG00000074054
9,CLN8,"Ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",8,"Rare Single Gene Mutation, Syndromic",4,0,3,Cln8,ENSMUSG00000026317,867,ENSG00000182372
9,CLN8,"Ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",8,"Rare Single Gene Mutation, Syndromic",4,0,3,Cln8,ENSMUSG00000026317,867,ENSG00000278220
9,CLSTN2,calsyntenin 2,3,"Rare Single Gene Mutation, Functional",5,0,4,Clstn2,ENSMUSG00000032452,2901,ENSG00000158258
9,CLSTN3,Calsyntenin 3,12,"Rare Single Gene Mutation, Functional",5,0,2,Clstn3,ENSMUSG00000008153,2871,ENSG00000139182
9,CLTCL1,"clathrin, heavy chain-like 1",22,Rare Single Gene Mutation,4,0,5,NA,NA,NA,ENSG00000070371
9,CNGB3,cyclic nucleotide gated channel beta 3,8,Rare Single Gene Mutation,4,0,2,Cngb3,ENSMUSG00000056494,2085,ENSG00000170289
9,CNR2,Cannabinoid receptor 2 (macrophage),1,"Rare Single Gene Mutation, Genetic Association, Functional",5,0,4,Cnr2,ENSMUSG00000062585,1044,ENSG00000188822
9,COL28A1,collagen type XXVIII alpha 1 chain,7,Rare Single Gene Mutation,4,0,2,Col28a1,ENSMUSG00000068794,3426,ENSG00000215018
9,CPT2,carnitine palmitoyltransferase 2,1,Rare Single Gene Mutation,4,0,2,Cpt2,ENSMUSG00000028607,672,ENSG00000157184
9,CRHR2,corticotropin releasing hormone receptor 2,7,Functional,5,0,3,Crhr2,ENSMUSG00000003476,1293,ENSG00000106113
9,CSNK1D,"casein kinase 1, delta",17,Rare Single Gene Mutation,6,0,1,Csnk1d,ENSMUSG00000025162,1230,ENSG00000141551
9,CSNK1E,casein kinase 1 epsilon,22,"Rare Single Gene Mutation, Functional",4,0,5,Csnk1e,ENSMUSG00000022433,1251,ENSG00000213923
9,CTNND2,"Catenin (cadherin-associated protein), delta 2",5,Rare Single Gene Mutation,2,0,4,Ctnnd2,ENSMUSG00000022240,3741,ENSG00000169862
9,CUL3,Cullin 3,2,"Rare Single Gene Mutation, Genetic Association",1,0,14,Cul3,ENSMUSG00000004364,2109,ENSG00000036257
9,CUL7,Cullin 7,6,Rare Single Gene Mutation,3,0,3,Cul7,ENSMUSG00000038545,1734,ENSG00000044090
9,CUX1,cut like homeobox 1,7,"Rare Single Gene Mutation, Functional",2,0,3,Cux1,ENSMUSG00000029705,2031,ENSG00000257923
9,CX3CR1,Chemokine (C-X3-C motif) receptor 1,3,"Rare Single Gene Mutation, Functional",4,0,3,Cx3cr1,ENSMUSG00000052336,1065,ENSG00000168329
9,CYLC2,"cylicin, basic protein of sperm head cytoskeleton 2",9,Rare Single Gene Mutation,4,0,3,Cylc2,ENSMUSG00000039555,1269,ENSG00000155833
9,DAB1,disabled homolog 1 (Drosophila),1,"Rare Single Gene Mutation, Functional",5,0,7,Dab1,ENSMUSG00000028519,777,ENSG00000173406
9,DAGLA,diacylglycerol lipase alpha,11,"Rare Single Gene Mutation, Functional",4,0,4,Dagla,ENSMUSG00000035735,3135,ENSG00000134780
9,DAPK1,death-associated protein kinase 1,9,"Rare Single Gene Mutation, Genetic Association, Functional",5,0,5,Dapk1,ENSMUSG00000021559,4293,ENSG00000196730
9,DAPP1,Dual adaptor of phosphotyrosine and 3-phosphoinositides,4,Rare Single Gene Mutation,3,0,1,Dapp1,ENSMUSG00000028159,720,ENSG00000070190
9,DCTN5,dynactin 5,16,Rare Single Gene Mutation,5,0,3,Dctn5,ENSMUSG00000030868,549,ENSG00000166847
9,DCUN1D1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",3,Functional,5,0,3,Dcun1d1,ENSMUSG00000027708,735,ENSG00000043093
9,DCUN1D1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",3,Functional,5,0,3,Tes3-ps,ENSMUSG00000113255,NA,ENSG00000043093
9,DDC,dopa decarboxylase,7,Genetic Association,4,0,2,Ddc,ENSMUSG00000020182,1443,ENSG00000132437
9,DDX11,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11,12,Functional,5,0,3,Ddx11,ENSMUSG00000035842,2643,ENSG00000013573
9,DENR,density-regulated protein,12,Rare Single Gene Mutation,3,0,2,Denr,ENSMUSG00000023106,597,ENSG00000139726
9,DGKK,diacylglycerol kinase kappa,X,Functional,5,0,1,Dgkk,ENSMUSG00000062393,3188,ENSG00000274588
9,DIP2A,DIP2 disco-interacting protein 2 homolog A (Drosophila),21,Rare Single Gene Mutation,3,0,4,Dip2a,ENSMUSG00000020231,4689,ENSG00000160305
9,DIP2C,disco interacting protein 2 homolog C,10,Rare Single Gene Mutation,2,0,2,Dip2c,ENSMUSG00000048264,4671,ENSG00000151240
9,DLG1,discs large MAGUK scaffold protein 1,3,Rare Single Gene Mutation,4,0,3,Dlg1,ENSMUSG00000022770,1073,ENSG00000075711
9,DLGAP1,DLG associated protein 1,18,"Rare Single Gene Mutation, Functional",3,0,6,Dlgap1,ENSMUSG00000003279,2049,ENSG00000170579
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,Rare Single Gene Mutation,4,0,12,Dlgap2,ENSMUSG00000047495,3180,ENSG00000282152
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,Rare Single Gene Mutation,4,0,12,Dlgap2,ENSMUSG00000047495,3180,ENSG00000274161
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,Rare Single Gene Mutation,4,0,12,Dlgap2,ENSMUSG00000047495,3180,ENSG00000282103
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,Rare Single Gene Mutation,4,0,12,Dlgap2,ENSMUSG00000047495,3180,ENSG00000282318
9,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2",8,Rare Single Gene Mutation,4,0,12,Dlgap2,ENSMUSG00000047495,3180,ENSG00000198010
9,DLX1,distal-less homeobox 1,2,Genetic Association,5,0,8,Dlx1,ENSMUSG00000041911,768,ENSG00000144355
9,DLX2,distal-less homeobox 2,2,Genetic Association,4,0,11,Dlx2,ENSMUSG00000023391,999,ENSG00000115844
9,DLX6,distal-less homeobox 6,7,Rare Single Gene Mutation,4,0,9,Dlx6,ENSMUSG00000029754,894,ENSG00000006377
9,DMXL2,Dmx-like 2,15,Rare Single Gene Mutation,4,0,3,Dmxl2,ENSMUSG00000041268,9099,ENSG00000104093
9,DNAH10,"Dynein, axonemal, heavy chain 10",12,Rare Single Gene Mutation,4,0,5,Dnah10,ENSMUSG00000038011,13605,ENSG00000197653
9,DNAH10,"Dynein, axonemal, heavy chain 10",12,Rare Single Gene Mutation,4,0,5,Dnah10,ENSMUSG00000038011,13605,ENSG00000281935
9,DNAH17,dynein axonemal heavy chain 17,17,Rare Single Gene Mutation,4,0,4,Dnah17,ENSMUSG00000033987,13380,ENSG00000187775
9,DNAH3,dynein axonemal heavy chain 3,16,Rare Single Gene Mutation,4,0,3,Dnah3,ENSMUSG00000052273,12252,ENSG00000158486
9,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,3,Functional,5,0,1,Dnajc19,ENSMUSG00000027679,474,ENSG00000205981
9,DNER,Delta/notch-like EGF repeat containing,2,"Rare Single Gene Mutation, Genetic Association",4,0,2,Dner,ENSMUSG00000036766,2214,ENSG00000187957
9,DNM1L,Dynamin 1-like,12,"Rare Single Gene Mutation, Functional",5,0,3,Dnm1l,ENSMUSG00000022789,2139,ENSG00000087470
9,DNMT3A,DNA (cytosine-5-)-methyltransferase 3 alpha,2,Rare Single Gene Mutation,3,0,7,Dnmt3a,ENSMUSG00000020661,2070,ENSG00000119772
9,DOCK1,Dedicator of cytokinesis 1,10,Rare Single Gene Mutation,4,0,2,Dock1,ENSMUSG00000058325,5598,ENSG00000150760
9,DOCK4,Dedicator of cytokinesis 4,7,"Rare Single Gene Mutation, Genetic Association",4,0,8,Dock4,ENSMUSG00000035954,5937,ENSG00000128512
9,DOCK8,dedicator of cytokinesis 8,9,Rare Single Gene Mutation,3,0,6,Dock8,ENSMUSG00000052085,6303,ENSG00000107099
9,DPP10,Dipeptidyl-peptidase 10,2,Rare Single Gene Mutation,3,0,11,Dpp10,ENSMUSG00000036815,2403,ENSG00000175497
9,DPP4,Dipeptidyl-peptidase 4,2,"Rare Single Gene Mutation, Genetic Association",4,0,6,Dpp4,ENSMUSG00000035000,2283,ENSG00000197635
9,DPYD,dihydropyrimidine dehydrogenase,1,"Rare Single Gene Mutation, Genetic Association",4,0,9,Dpyd,ENSMUSG00000033308,3078,ENSG00000188641
9,DPYSL2,dihydropyrimidinase like 2,8,"Rare Single Gene Mutation, Genetic Association",3,0,11,Dpysl2,ENSMUSG00000022048,1719,ENSG00000092964
9,DPYSL3,dihydropyrimidinase like 3,5,Rare Single Gene Mutation,4,0,2,Dpysl3,ENSMUSG00000024501,2052,ENSG00000113657
9,DRD1,Dopamine receptor D1,5,"Genetic Association, Functional",4,0,4,Drd1,ENSMUSG00000021478,1341,ENSG00000184845
9,DRD2,Dopamine receptor D2,11,"Rare Single Gene Mutation, Genetic Association",4,0,6,Drd2,ENSMUSG00000032259,1335,ENSG00000149295
9,DSCAM,Down syndrome cell adhesion molecule,21,"Rare Single Gene Mutation, Genetic Association",1,0,7,Dscam,ENSMUSG00000050272,6042,ENSG00000171587
9,DST,Dystonin,6,Rare Single Gene Mutation,4,0,4,Dst,ENSMUSG00000026131,4413,ENSG00000151914
9,DUSP15,dual specificity phosphatase 15,20,"Rare Single Gene Mutation, Genetic Association",4,0,3,Dusp15,ENSMUSG00000042662,318,ENSG00000149599
9,DVL1,Dishevelled segment polarity protein 1,1,Functional,5,0,3,Dvl1,ENSMUSG00000029071,2088,ENSG00000107404
9,DVL3,Dishevelled segment polarity protein 3,3,"Rare Single Gene Mutation, Functional",4,0,3,Dvl3,ENSMUSG00000003233,2157,ENSG00000161202
9,DYDC1,DPY30 domain containing 1,10,NA,4,0,1,Dydc1,ENSMUSG00000021790,528,ENSG00000170788
9,DYDC2,DPY30 domain containing 2,10,NA,4,0,1,Dydc2,ENSMUSG00000021791,420,ENSG00000133665
9,EFR3A,EFR3 homolog A (S. cerevisiae),8,Rare Single Gene Mutation,3,0,5,Efr3a,ENSMUSG00000015002,2460,ENSG00000132294
9,EGR2,"early growth response 2 (Krox-20 homolog, Drosophila)",10,Functional,5,0,4,Egr2,ENSMUSG00000037868,216,ENSG00000122877
9,EIF3G,eukaryotic translation initiation factor 3 subunit G,19,Rare Single Gene Mutation,4,0,3,Eif3g,ENSMUSG00000070319,963,ENSG00000130811
9,EIF4E,eukaryotic translation initiation factor 4E,4,"Rare Single Gene Mutation, Genetic Association",4,0,12,Eif4e,ENSMUSG00000028156,558,ENSG00000151247
9,EIF4EBP2,Eukaryotic translation initiation factor 4E binding protein 2,10,Functional,5,0,1,Eif4ebp2,ENSMUSG00000020091,363,ENSG00000148730
9,ELAVL2,ELAV like neuron-specific RNA binding protein 2,9,"Rare Single Gene Mutation, Genetic Association, Functional",4,0,5,Elavl2,ENSMUSG00000008489,1167,ENSG00000107105
9,ELAVL3,ELAV like neuron-specific RNA binding protein 3,19,Rare Single Gene Mutation,3,0,3,Elavl3,ENSMUSG00000003410,1104,ENSG00000196361
9,EML1,echinoderm microtubule associated protein like 1,14,Rare Single Gene Mutation,5,0,2,Eml1,ENSMUSG00000058070,2352,ENSG00000066629
9,EN2,engrailed homolog 2,7,"Rare Single Gene Mutation, Genetic Association, Functional",4,0,20,En2,ENSMUSG00000039095,975,ENSG00000164778
9,EP400,E1A binding protein p400,12,Rare Single Gene Mutation,3,0,6,Ep400,ENSMUSG00000029505,9108,ENSG00000183495
9,EPC2,Enhancer of polycomb homolog 2 (Drosophila),2,Rare Single Gene Mutation,4,0,4,Epc2,ENSMUSG00000069495,751,ENSG00000135999
9,EPHA6,EPH receptor A6,3,Rare Single Gene Mutation,5,0,6,Epha6,ENSMUSG00000055540,3393,ENSG00000080224
9,EPHB2,EPH receptor B2,1,Rare Single Gene Mutation,4,0,3,Ephb2,ENSMUSG00000028664,2964,ENSG00000133216
9,EPHB6,EPH receptor B6,7,Rare Single Gene Mutation,5,0,5,Ephb6,ENSMUSG00000029869,140,ENSG00000106123
9,EPHB6,EPH receptor B6,7,Rare Single Gene Mutation,5,0,5,Ephb6,ENSMUSG00000029869,140,ENSG00000275482
9,EPPK1,epiplakin 1,8,Rare Single Gene Mutation,4,0,3,Eppk1,ENSMUSG00000115388,NA,ENSG00000261150
9,EPS8,epidermal growth factor receptor pathway substrate 8,12,Functional,5,0,1,Eps8,ENSMUSG00000015766,1761,ENSG00000151491
9,ERBB4,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),2,Rare Single Gene Mutation,5,0,14,Erbb4,ENSMUSG00000062209,3879,ENSG00000178568
9,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",11,"Rare Single Gene Mutation, Functional",3,0,3,Emsy,ENSMUSG00000035401,3357,ENSG00000158636
9,ERBIN,erbb2 interacting protein,5,Rare Single Gene Mutation,2,0,5,Erbin,ENSMUSG00000021709,4209,ENSG00000112851
9,ERG,"ERG, ETS transcription factor",21,Genetic Association,4,0,1,Erg,ENSMUSG00000040732,1396.2,ENSG00000157554
9,ERMN,ermin,2,Rare Single Gene Mutation,4,0,1,Ermn,ENSMUSG00000026830,846,ENSG00000136541
9,ESRRB,estrogen-related receptor beta,14,"Rare Single Gene Mutation, Genetic Association",4,0,7,Esrrb,ENSMUSG00000021255,1365,ENSG00000119715
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",19,Rare Single Gene Mutation,3,0,3,Gm45233,ENSMUSG00000107482,NA,ENSG00000105379
9,ETFB,"Electron-transfer-flavoprotein, beta polypeptide",19,Rare Single Gene Mutation,3,0,3,Etfb,ENSMUSG00000004610,768,ENSG00000105379
9,F13A1,"coagulation factor XIII, A1 polypeptide",6,"Rare Single Gene Mutation, Functional",5,0,6,F13a1,ENSMUSG00000039109,2199,ENSG00000124491
9,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,9,"Rare Single Gene Mutation, Syndromic, Functional",4,1,10,Gabbr2,ENSMUSG00000039809,2823,ENSG00000136928
9,GRIN1,"Glutamate receptor, ionotropic, N-methyl D-aspartate 1",9,"Rare Single Gene Mutation, Functional",3,0,14,Grin1,ENSMUSG00000026959,2658,ENSG00000176884
9,HCN1,Hyperpolarization activated cyclic nucleotide-gated potassium channel 1,5,"Rare Single Gene Mutation, Genetic Association",NA,1,6,Hcn1,ENSMUSG00000021730,2733,ENSG00000164588
9,IQSEC2,IQ motif and Sec7 domain 2,X,"Rare Single Gene Mutation, Syndromic",4,1,18,Iqsec2,ENSMUSG00000041115,2850,ENSG00000124313
9,KCNMA1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",10,Rare Single Gene Mutation,4,0,18,Kcnma1,ENSMUSG00000063142,3630,ENSG00000156113
9,KCNQ2,potassium voltage-gated channel subfamily Q member 2,20,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,19,Kcnq2,ENSMUSG00000016346,2529,ENSG00000281151
9,KCNQ2,potassium voltage-gated channel subfamily Q member 2,20,"Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,19,Kcnq2,ENSMUSG00000016346,2529,ENSG00000075043
9,MACROD2,MACRO domain containing 2,20,"Rare Single Gene Mutation, Genetic Association",3,0,17,Macrod2,ENSMUSG00000068205,345,ENSG00000172264
9,MED12,mediator complex subunit 12,X,"Rare Single Gene Mutation, Syndromic, Genetic Association",6,0,20,Med12,ENSMUSG00000079487,6510,ENSG00000184634
9,FBN1,Fibrillin 1,15,Rare Single Gene Mutation,3,0,9,Fbn1,ENSMUSG00000027204,8622,ENSG00000166147
9,FRMPD4,FERM and PDZ domain containing 4,X,"Rare Single Gene Mutation, Syndromic",NA,1,5,Frmpd4,ENSMUSG00000049176,3963,ENSG00000169933
9,GLRA2,"glycine receptor, alpha 2",X,Rare Single Gene Mutation,5,0,13,Glra2,ENSMUSG00000018589,1359,ENSG00000101958
9,HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,1,Syndromic,4,0,8,Hsd11b1,ENSMUSG00000016194,789,ENSG00000117594
9,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",X,"Rare Single Gene Mutation, Syndromic",NA,1,9,Huwe1,ENSMUSG00000025261,13134,ENSG00000086758
9,IL1RAPL1,interleukin 1 receptor accessory protein-like 1,X,Rare Single Gene Mutation,4,0,20,Il1rapl1,ENSMUSG00000052372,2091,ENSG00000169306
9,IMMP2L,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),7,"Rare Single Gene Mutation, Genetic Association",4,0,12,Immp2l,ENSMUSG00000056899,528,ENSG00000184903
9,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",17,"Rare Single Gene Mutation, Genetic Association",3,0,14,Itgb3,ENSMUSG00000020689,2364,ENSG00000259207
9,KCNQ3,potassium voltage-gated channel subfamily Q member 3,8,"Rare Single Gene Mutation, Genetic Association",3,0,7,Kcnq3,ENSMUSG00000056258,2622,ENSG00000184156
9,MBD5,Methyl-CpG binding domain protein 5,2,"Rare Single Gene Mutation, Syndromic",3,1,29,Mbd5,ENSMUSG00000036792,4497,ENSG00000204406
9,NF1,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",17,"Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,23,Nf1,ENSMUSG00000020716,2481,ENSG00000196712
9,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1,15,Rare Single Gene Mutation,4,0,5,Nipa1,ENSMUSG00000047037,972,ENSG00000170113
9,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2,15,Rare Single Gene Mutation,4,0,2,Nipa2,ENSMUSG00000030452,1080,ENSG00000140157
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000278322
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000278519
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000274194
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000275118
9,MBOAT7,membrane bound O-acyltransferase domain containing 7,19,"Rare Single Gene Mutation, Syndromic",2,1,2,Mboat7,ENSMUSG00000035596,213,ENSG00000125505
